address,info,sector,name,country,city,phone,fax,site
Prof. Bülent Tarcan Sk. No:1 34349 Mecidiyeköy / Istanbul,,ILETIŞIM,TÜRK TELEKOMİNİKASYON A.Ş.,Türkiye,İstanbul,(212) 318 70 00,(212) 273 30 05,
Aydınlıkevler 06103 Ankara,,,"Türk Telekominikasyon A.Ş. İnsan Kaynakları, Destek ve Regülasyon Müdürlüğü",Türkiye,Ankara,,,
"Alacaatlı Dodurga Yolu, Yonca cad. Türkkonut CAYYOLU-2 Yenimahalle 06810 Ankara / Türkiye",Dijital Medya Operasyonları Müdürlüğü,EE,Türk Telekomünikasyon,Türkiye,Ankara,0212 309 96 11,,www.turktelekom.com.tr
"14-128 Engineering IV, 420 Westwood Plaza, Los Angeles, CA  90095-1597",Photonics and its applications to nano- and bio-technology.,,"University of California, Los Angeles Nano- and Bio-Photonics Lab",United States,Los Angeles,+1 (310) 825 0915,,http://innovate.ee.ucla.edu/
"Çakmak Mahallesi, Balkan Cd. No:49, 34771 Ümraniye/İstanbul","Türk Telekom ve Grup Şirketleri, telekomünikasyon sektöründe üstlendiği lider rolünün gereği olarak, Araştırma-Geliştirme, Yazılım ve teknoloji çalışmalarına ivme kazandırmıştır. Gerek iştirakleri ile gerekse iş ortakları ve diğer akademik kuruluşlarla birlikte çalışarak projeler geliştirmiştir.","Telecommunication, Software",Türk Telekomünikasyon - Ümraniye İstanbul,Türkiye,İstanbul,(0212) 460 1500,,http://www.turktelekom.com.tr
"56-125B Engineering IV Building
420 Westwood Plaza (Box 951594)
Los Angeles, CA 90095-1594
USA","In UCLA there are many laboratories doing interdisciplinary research related with electronics, physics and computer engineering. The products of these labs have also been brought down to spin-off companies where the research continues as industrial or personal equipment development.","Electronics, Physics, Computer Engineering","University of California, Los Angeles, Electrical Engineering Photonics Laboratories",United States of America,Los Angeles,+1 (310)825-2647,,
"12201 Research Parkway, Suite 501
Orlando, FL 32826-3246","Programming and data analysis, modeling innovation based economic growth",,University of Central Florida - Office of Researc and Commercialization,United States of America,"Orlando, Florida",,,
"University of Colorado/NIST, 440 UCB, Boulder, CO 80309","develop new ultrafast laser and coherent x-ray sources as part of our research in optical science, and then make use of these light sources for new experiments in physics, chemistry, materials science and engineering.","Research areas are Attosecond Nonlinear Optics,Ultrafast Magnetics,Molecular Dynamics & Imaging,Nanoimaging, Nanoscale Energy Transport,Ultrafast Surf",University of Colorado at boulder - The Kapteyn-Murnane Group,USA,Boulder,303-492-6763,,http://jila.colorado.edu/kmgroup/
"University of Eastern Finland 
P.O.Box 111 
FI-80101
Joensuu
Finland",Data mining and speech technologies,Research,University of Eastern Finland,Finland,Joensuu,,+358 13 318 039,https://www.uef.fi/en/etusivu
"Piazza di San Marco, 4, 50121 Firenze FI, İtalya",Mechatronic and Control system researches for marine robots and systems,"Mechanical engineering, Marine Robotics","University of Florence , Department of Mechanical Engineering",İtalya,Floransa,,,
"Universitätsstraße 10
D-78464 Konstanz, Germany","The University's research profile contains the following four key focuses: In the Humanities and Social Sciences, Cultural Studies and Decision Sciences; in the Life Sciences and Natural Sciences in Chemical Biology and Ecology as well as Nanoscience and Material Sciences.",Research,University of Konstanz,Germany,Konstanz,+4907531 /88-0,+4907531 / 88-3688,www.uni-konstanz.de
"College Park, MD 20742, USA
+1 301-405-1000",Public research university,,University of Maryland,USA,College Park,,,
"University of Massachusetts Boston
100 Morrissey Blvd
Boston, MA 02125-3393",Research Group of Wei Ding in Umass Boston Computer Science Department,,University of Massachusetts Boston,USA,Boston,617-287-6441,617-287-6433,www.cs.umb.edu
"Department of Computer Science and Operations Research (DIRO)
Université de Montréal
Pavillon André-Aisenstadt
PO Box 6128  Centre-Ville STN
Montréal QC  H3C 3J7
CANADA",British firm QS ranks the Université de Montréal 42nd in the world in operations research – as well as 5th in Canada in computer science & information systems – while NTU has it 81st in the world in computer science.,"Evolutionary Computing, Algorithmic/ Theoretical Computer Science",University of Montréal,Canada,Montréal,514 343-6602,514 343-5834,http://en.diro.umontreal.ca/our-department/contact
"Address: 1400 R Street
Lincoln, NE 68588",The University of Nebraska–Lincoln consistently ranks in the top tier of national research universities.,Bioinformatics,University of Nebraska,USA,Lincoln,402-472-7211,,https://www.unl.edu/
"NCCHE
The University of Mississippi
South Oxford Center
2301 S. Lamar Blvd.
Oxford, MS 38655
USA","The Center for Computational Hydroscience and Engineering (CCHE) University of Mississippi was established in 1982, as a research unit in the School of Engineering at The University of Mississippi, by the State of Mississippi’s Institutions of Higher Learning Board of Trustees. Due to international recognition and national prominence, The University of Mississippi decided in 1999 to rename CCHE to NCCHE (National Center for Computational Hydroscience and Engineering), to broaden its activities and accelerate its progress.

NCCHE’s mission is to foster the growth of research in computational hydroscience and engineering, which is the foundation for the development of new research and engineering tools, computational simulation models for conducting scientific research, engineering analysis and design, and environmental and ecological impact assessments in the area of natural resources (soil and water) conservation.",Computer Science,University of Mississippi - NCCHE,USA,"Oxford, Mississipi, USA",+1 662-915-7211,(662) 915-1831,http://admissions.olemiss.edu/contact-us/
"STE 5090
800 King Edward Ave.
Ottawa ON Canada
K1N 6N5",University of Ottawa Visiting Student Researcher program,CS,University of Ottawa School of  Electrical Engineering and Computer Science,Canada,Ottawa,613-562-5888,,https://research.uottawa.ca/urop/vsr
"University of Twente
Faculty of Electrical Engineering, Mathematics and Computer Science (EWI)
Zilverling building
Drienerlolaan 5
7522 NB Enschede
The Netherlands","In the Formal Methods and Tools (FMT) research group, formal techniques and tools are developed and used as a means to support the development of software. This includes the development of formal theories of concurrency, design methodologies for distributed systems, and correctness assessment using verification or validation techniques. The group is also concerned with the development of traditional tools such as compilers and interpreters. In both research and courses much attention is paid to the applicability of formal methods.

The FMT group is part of the Faculty of Electrical Engineering, Mathematics and Computer Science (EEMCS) at the University of Twente. The FMT group also participates in the research institute CTIT.",,University of Twente,The Netherlands,Enschede,+31 53 489 3767,+31 53 489 3247,fmt.cs.utwente.nl
"265 LAWRENCE AVENUE UNIT:B8 KITCHENER 
ONTARIO/CANADA",In the laboratory of Barış Fidan in Engineering department software acquisition and testing for multivehicle test bed are undertaken.,,"University of Waterloo, electrical engineering department multivehicle test bed lab",CANADA,KITCHENER  ONTARIO,,,https://uwaterloo.ca/
"Univerzitná 8215/1, 010 26 Žilina","-Design and realization of technical means for information and management systems
   -Analysis and synthesis of regulation and automation systems
   -Control and optimisation of goods and passenger transport
   -Creation, control and optimisation databases
   -Management, marketing, logistics, entrepreneurial skills, creation of transport and communication systems
   -Data transmission and data processing
   -Issues concerning multimedia information systems, graphic systems and simulation of components for communication networks, systems and mathematical modelling","Education, Research & Development",University of Zilina,Slovakia,Zilina,+421-41-513 4061,+421-41-513 4055,http://www.fri.uniza.sk/en
"3200 North Cramer St, Milwaukee, WI 53211",The Computer Engineering department makes investigation and research in city Milwaukee,Computer Engineering,"University of Wisconsin Milwaukee, Department of Computer Engineering",USA,Milwaukee,+1 (414) 229-4846,,https://uwm.edu/
ankara,,ÜRETİM,Unmaş Unlu,Türkiye,Ankara,03128475556,03128475565,
Ulaş Köyü Avlanbey Mevkii Çorlu/Tekirdağ,"Company has been a leader in the plant-based spreads industry from the very beginning, when the patent for making plant-based spreads was acquired from its inventor, Hippolyte Mège-Mouriès in 1871. The company became known as Unilever in 1930 following a merger between Margarine Unie and Lever Brothers. The business continued to grow significantly through the years, when in December 2017, the business was sold and relaunched as Upfield.

Upfield today stands at the forefront of a new era, as the world is moving toward plant-based nutrition.",FMCG,Upfield Sigma,Türkiye,Tekirdağ,0 282 684 60 00,0282 655 57 20,https://upfield.com
"Ürdün Caddesi 628. Sokak No:10 Oran 
06450
Ankara, Türkiye","Uskom has emerged from the merger of former Leopar and Usluel Communication System Groups with the aim of becoming a reference integrator / contracting company for engineering, manufacture, supply & commissioning of telecommunication and control systems for private utilities and telecom operators.

Uskom is a turn-key communication & control systems integrator/contractor and manufacturer and has partnerships with communication system manufacturers and its geographic area of operations extend to cover Turkey, Poland, Abu Dhabi, Iraq, Azerbaijan, Saudi Arabia, Georgia, Turkmenistan, Uzbekistan, Kazakhstan, Kosovo & Bulgaria, Iran, and Nigeria.

Uskom mission within its area is system integration and high-tech contracting with full in house engineering capabilities and provide high quality after-sales support.

All of Uskom Lead Engineers are certified by their partners in design, installation, commissioning & maintenance of telecom systems and integration with other manufacturer systems.

Uskom has been certified as an integrator / manufacturer for SDH, PLC, multiplexers PLC and RTU equipment.

Uskom has also a sister company (Uskom International LLC) registered at the State of Delaware, USA which plays an important role in Uskom’s international projects and performs Uskom’s international purchasing activities.","Engineering, Supply & Commissioning of Telecommunication and Control Systems",USKOM Inc.,Türkiye,Ankara,+90 (312) 491-7799,+90 (312) 490-7799,http://www.uskom.com.tr/
TEKNOKENT GALYUM BLOK NO:22 ODTÜ 06531,,BİLİŞİM,USTA YAZILIM A.Ş.,Türkiye,Ankara,312 2101191,312 2101191,www.usta.com.tr
"Kocaeli Arslanbey OSB, 5 Sok. No: 10 41285 Kartepe / Kocaeli / TÜRKİYE","Uzer Makina has been serving global tire industry with its wide range of tire curing solutions since 1978. Our product line consist of two main categories which are tire curing presses and tire molds. 

The headquarters is located in Kocaeli/Turkey where is also known as “the capital of Turkish tire industry”. Uzer Makina serves its clients with its three plants and more than 300 employees. 

Uzer Makina places great value on innovation and dedicates its resources on R&D, state-of-the-art manufacturing technologies and highly qualifed employees in order to expand its four decades of know-how. 

Uzer Makina places special emphasis on Integrated Quality Management Systems and complies with quality standards such as ISO 9001/14001 and OHSAS 18001.",global tire endustry,Uzer Makina ve Kalıp Sanayii A.Ş.,Türkiye,Kocaeli,+90 (262) 351 31 84,+90 (262) 351 31 93,http://www.uzermakina.com/en
"ANKARA 1. OSB URAL CAD. NO: 18
06935 SİNCAN/ANKARA/TÜRKİYE","Firma inşaat sektörüne yönelik materyal test ekipmanları geliştirmek ve üretmektedir. Bu kapsamda cihazların yazılımı geliştirilip, pcb tasarımı ve imalatı ile tüm elektronik donanımın montajı firma bünyesinde yürütülmektedir.",Kalite kontrol ve test ekipmanları - İnşaat,Utest Materyal Test Cihazları A.Ş.,Türkiye,Ankara,+90 312 394 38 75,+90 312 394 38 77,http://www.utest.com.tr/
"Den Dolech 2 ,Building HG 3.55 5612 Eindhoven",,,UX Suite,Hollanda,Eindhoven,+31 40247-2767,+31 40246-7497,uxsuite.com
ANKARA 1.OSB URAL CAD. NO:18 06935 SİNCAN/ANKARA/TÜRKİYE,"Firma inşaat sektörüne yönelik materyal test ekipmanları geliştirmek ve üretmektedir. Bu kapsamda cihazların yazılımı geliştirilip, pcb tasarımı ve imalatı ile tüm elektronik donanımın montajı firma bünyesinde yürütülmektedir.",Kalite kontrol ve test ekipmanları-inşaat,Utest Materyal Test Cihazları A.Ş.,Türkiye,Ankara,+90 312 394 38 75,+90 312 394 38 77,http://www.utest.com.tr
"Kocaeli Serbest Bölgesi, Baş iskele 41275","In 1984 the first privately owned pilotage and towage company, UZMAR Shipping Ltd., was founded in Turkey bu seniour Harbour Pilot Capt. Altay Altug, commencing port services in various private ports and harbours on the Aegean Sea, Turkey.

In 1996 UZMAR Shipping Ltd. started to build workboats for its own fleet requirements and later for international markets using compact tug designs from Robert Allan Ltd., an internationally recognized naval architecture company from Vancouver, Canada.

Through the achievement of building numerous tugs and workboats, in 2007 UZMAR established a modern shipbuilding facility at Kocaeli Free Zone, near Istanbul, Turkey with an advanced shipbuilding system of station based serial production method.

The project management is organized by means of Enterprise Resource Planning - ERP (IFS) system which integrates design, planning, production, procurement, warehousing, project coordination and commercial and financial information. Due to the success of UZMAR’s advanced modular building system the shipbuilding facility is referred as ‘Workboat and Tug Factory’.",Gemi Insaat,Uzmar Gemi Insa San. ve Tic. A.S.,Türkiye,Kocaeli,+90 (262) 341 45 10,+90 (262) 341 45 12,www.uzmar.com
"BOSB Kahverengi Cd. No:16, 16159 NİLÜFER/BURSA - TÜRKİYE","Üçge firması, Bursa’ da kurulu 5 ayrı fabrikasında  ürün çeşidine yönelik özel üretimleri ile hipermarket, yapı market, butik, elektronik market, eczane, züccaciye ve sanayinin diğer farklı kollarındaki pek çok satış alanı için mağaza ekipmanları ve depo raf sistemleri üretiyor.",,ÜÇGE Elektronik A.Ş,Türkiye,İstanbul,0216 575 42 00,0216 575 60 08,http://www.ucge.com.
Beytepe Mah. Beyler Cad. No:130 Çayyolu Çankaya/Ankara (Odtü Şube:  Odtü Teknokent Gümüş Blokları K1-14),"1974 yılında kurulan Ülkem A.Ş, müşteri memnuniyetini temel alarak evrensel kalite ve standartlarda hizmetler sunmayı ve faaliyet gösterdiği sektörlerde güvenilirlik, kalite ve devamlılık alanlarında öncü firma olmayı amaçlamaktadır. 

Ülkem A.Ş,38 yıldır iş ahlakı ve dürüst çalışma ilkeleri doğrultusunda uluslararası alanda kaliteli hizmetler sunmaya, sektörün en iyi firmalarıyla çalışmaya, en iyi çalışanları istihdam etmeye ve ülke ekonomisine katkı sağlamaya devam etmektedir.",Bilişim ve Güvenlik Hizmetleri,Ülkem İnşaat Madencilik ve Elektronik San. Tic. A.Ş.,Türkiye,Ankara,0312 425 04 41,0312 417 07 72,http://www.ulkem.com.tr/
ESENBOĞA YOLU ÇANKIRI KAVŞAĞI 21. KM.,,,ÜLKER BİSKÜVİ SAN.A.Ş.,Türkiye,Ankara,312 3992929,312 3992949,
GOSB 90.Sokak No:94 Çayırova/Kocaeli,Bisküvi Sanayi,Gıda Sanayi,ÜLKER BİSKÜVİ SANAYİ A.Ş.,Türkiye,Kocaeli,+90 262 751 04 00,+90 262 751 03 58,http://www.ulker.com.tr/tr
Davutpaşa caddesi no:10 Topkapı Zeytinburnu,Çikolata fabrikası,,Ülker ÇIkolata Sanayi A.Ş,Türkiye,İstanbul,,,
Esenboğa Yolu Çankırı Kavşağı 21. km,Bisküvi Üretimi,Gıda SANAYİ,Ülker Bisküvi Sanayi A.Ş.,Türkiye,Ankara,(0312) 399 29 29,(0312) 3992949,www.ulkerbiskuvi.com.tr/tr-TR/
"Maltape Mah. Fazılpaşa Cad. No:5 
Topkapı/İstanbul","Çikolata Fabrikası
Burada üretim için kullanılan elektronik sistemler, makineler ve onların PLC sistemleriyle alakalı tasarım, kontrol, geliştirme gibi işleri yapılıyor. Yapılarında Elektrik-Elektronik mühendisi bulunuyor.",Gıda Sanayi,Ülker Çikolata Sanayi Anonim Şirketi,Türkiye,İstanbul,0212 567 6800,0212 310 28 28,http://www.ulkercikolata.com.tr/tr/
FABRİKA SOKAK NO:8 34873 SAMANDIRA,,,ÜNSA AMBALAJ SAN.VE TİC.A.Ş.,Türkiye,İstanbul,216 311 5000,216 311 5013,www.unsa-tr.com
MECİDİYEKÖY İŞ MERKEZİ ŞEHİT AHMET SOKAK NO: 4 K: 14,,GIDA,ÜLKER GIDA A.Ş.,Türkiye,İstanbul,212-212-2742933,212-5676860,www.ulker.com.tr
Mevlana caddesi No:85 Kat:2-3 34015 Zeytinburnu/İSTANBUL,This company is included in UPS. This company serves global logistic sector. It improves supply-chain efficiency.,logistic,ÜNSPED PAKET SERVİSİ SAN VE TİC.A.Ş,Türkiye,İstanbul,0212 413 22 22,0212 414 02 00,
İstanbul Yolu 37. Km Kazan - ANKARA,,,Üntes Klima,Türkiye,Ankara,0312 818 63 00,0(312) 818 61 50,http://www.untes.com.tr
"Saray Mah. Bayraktar Cad.

1016 Sk. No : 2  06980 Kazan / Ankara",Ünsa Makina gıda sektöründeki tesisleri ve ekipmanları üretir.,Gıda,ÜNSA MAKİNA ve YEDEK PARÇA  İMLT. SAN. TİC. LTD. ŞTİ.,Türkiye,Ankara,+90 312 815 46 70,+90 312 815 46 75,http://www.unsamakina.com.tr/
"Oğulbey Mah. Kumludere Cad. No:1/1A 
06830 Gölbaşı / Ankara, TÜRKİYE","Uzumcu is the leading Turkish Medical Equipment Company with a long history of achievements beginning in 1969 with the production of medical hand tools, the manufacture of surgical suction units in 1971, medical gas systems in 1975, stainless steel hospital equipment in 1997, OR tables in 2001, and medical lamp production in 2005.  Since 2007 it has utilized a super-modern 30.000 sqm manufacturing facility at its headquarters in Ankara. It has led Turkey in medical device certifications and adherence to Turkish and international manufacturing standards.

Uzumcu is a privately-owned business and its mission to add value and quality to life through innovative medical device solutions is always in the forefront of its founder, Mustafa Uzumcu, and the Uzumcu family. 

As it approaches a half-century of leadership in the healthcare field, its vision is to continue its leadership through product and service quality, unequaled experience, and highly trained and dedicated staff.

Uzumcu is known in the field to be solution oriented, reliable and constantly focused on improvement. Its satisfied and growing customer base is evidence of the solidity of its accomplishments and approach.",,Üzümcü Tıbbi Cihaz ve Medikal Gaz Sistemleri,Türkiye,Ankara,0312 615 53 53,0312 615 53 90,www.uzumcu.com.tr
"Devlet sahil yolu Cevizdere mevkii
P.K.:31 52300 Ünye-Ordu","Ünye Çimento Sanayii ve Ticaret A.Ş., çimento üretimi faaliyetinde bulunmak üzere 28 Mayıs1969 tarihinde Ordu'nun Ünye ilçesinde kurulmuştur. Türkiye Çimento Sanayii T.A.Ş. ve Ordu Yardımlaşma Kurumu'nun (OYAK) % 40, gerçek kişilerin % 20 paya sahip olarak oluşturduğu ortaklık toplam 1.000.000.-TL. sermaye ile faaliyetlerine başlamış, fabrika ilk çimento üretimini 27 Mayıs 1974 tarihinde gerçekleştirmiştir.

Kurulu kapasitesi 600.000 ton / yıl çimento olan fabrika, kuruluşundan itibaren muhtelif tarihlerde yaptığı kapasite artırımı, iyileşme ve modernizasyon çalışmalarıyla bugünkü 1,5 milyon ton / yıl yarı mamul klinker ve 2,6 milyon ton / yıl çimento kapasitesine ulaşmıştır.

Ünye Çimento tarafından üretilmekte olan tüm ürünler, EC Uygunluk Belgesi'ne sahiptir. Ayrıca; TSE standartlarına uygun çeşitli çimento tipleri de üretilmektedir.",Çimento,ÜNYE ÇİMENTO SANAYİİ VE TİC. A.Ş.,Türkiye,Ordu,0.452.321 11 00-30,0.452.321 11 30-31,http://www.unyecimento.com.tr/
İstanbul Yolu 37. km Kazan-Ankara,Üntes Isıtma Soğutma San Tic Ltd,,Üntes Klima,Türkiye,Ankara,03128186300,,
"İstanbul Yolu 24. KM, 06980, Sarayköy, Kahramankazan, Ankara","This new company is made of the partnership of two existing companies; Üntes Klima and Rhoss, an Italian company working in the same sector.","Heating&Cooling Systems, manufacturing",Üntes Rhoss Soğutma Sistemleri A. Ş.,Türkiye,Ankara,+903128020500,+903128020700,http://untes-rhoss.com/Index.html
"ÜNİVERSİTELER MAH. BİLKENT PLAZA A - 1 BLOK BİLKENT / PK:06800 
 ÇANKAYA / ANKARA","VakıfBank is the fifth (5th) largest bank in Turkey with its $46 billion in assets as of December 31, 2009. The company offers some of the largest services in Turkey, and operates 610 branches domestically. VakifBank has two international offices located in New York and Bahrain and it also has participation in Austria named VakifBank International AG which has branches in Vienna, Cologne and Frankfurt.

VakıfBank was founded on April 13, 1954 under the special law Türkiye Vakıflar Bankası Türk Anonim Ortaklığı Kanunu. VakıfBank’s initial purpose was the management of the cash revenues and expenditures of the charitable foundations set up during the Ottoman Empire period. VakıfBank was established in Ankara and quickly began conducting banking activities with branch offices in Istanbul, Ankara and İzmir.",Bankacılık,Vakıfbank,Türkiye,Ankara,(0312) 266 16 95,(0312) 266 07 53,http://www.vakifbank.com.tr/
Halıcı Yazılımevi Kat:1 No:3 ODTÜ Teknokent Çankaya Ankara,Görüntü ve Video İşleme temelli ürün ve sistemler geliştirmektedir.,CS,V-Count,Türkiye,Ankara,+90 312 210 10 48,,http://tr.v-count.com/
Saray Mah. Dr. Adnan Büyükdeniz Cad. Esnaf Sokak Akkom Ofis Park No:4 Nisan Plaza Vakıfbank Bilgi işlem Merkezi Ümraniye/İSTANBUL,Vakıfbank Elektronik Bilgi İşlem Sistemleri,,Vakıfbank Elektronik Bilgi İşlem Sistemleri,Türkiye,İstanbul,,,http://www.vakifbank.com.tr/
ATATÜRK BULVARI NO: 207  KAVAKLIDERE,,BANKACILIK,VAKIFLAR BANKASI,Türkiye,Ankara,312-4557575,,www.vakifbank.com.tr   posta @vakifbank.com.tr
AYAZAĞA MH. DEREBOYU SK. SUN PLAZA NO:24 K:3 MASLAK,,,VALENSAS TEKNOLOJİ HİZMETLERİ A.Ş.,Türkiye,İstanbul,212 3665896,212 3665802,
"Osmangazi Mahallesi, Yeni Yalova Yolu 12. Km., 16030 Osmangazi/Bursa","To serve its customers around the world and fulfill their demands most effectively, Valeo operates in 30 countries and works  closely with the major global automakers on all their markets.",Production,Valeo Otomativ Sistemleri Endüstrisi AŞ,Türkiye,Bursa,+90 224 270 04 00,+90 224 261 00 56,www.valeo.com
"Bursa serbest bölge şubesi, Hisar mevki, Liman yolu, Sarmaşık sokak posta kodu:16600
Gemlik/Bursa/Türkiye",,Production,Valeo Otomotiv Sistemleri Endüstri A.Ş,Türkiye,Bursa,0224 270 04 00,,www.valeo.com
"Organize Sanayi Bölgesi, Kurtuluş Cad. No: 1
45030 MANİSA","E.C.A. Grubuna bağlı sıcak dövme ve otomatik talaşlı işlemlerle ısıtma tesisat valflerinden, soğutucu sistem valflerine kadar birçok sektöre hizmet veren şirket.",,Valf Sanayii A.Ş.,Türkiye,Manisa,0 236 233 25 6,0 236 233 25 63,http://www.valf.com.tr
"Organize Sanayi Bölgesi, Kurtuluş Cad. No: 1
45030 MANİSA","E.C.A. Grubuna bağlı sıcak dövme ve otomatik talaşlı işlemlerle ısıtma tesisat valflerinden, soğutucu sistem valflerine kadar birçok sektöre hizmet veren şirket.",,Valf Sanayii A.Ş.,Türkiye,Ankara,0 236 233 25 60,0 236 233 25 63,http://www.valf.com.tr
"B-72, Estate Avenue, S.I.T.E Karachi, 75700.","Validus Engineering (Pvt) Ltd. is manufacturing distribution transformers under license of Siemens AG after acquiring the manufacturing setup, man power, machines & technology of the former Distribution Transformer Business of Siemens (Pakistan) Engineering Co. Ltd. The design in use has been successfully type tested by local & foreign HV labs.The manufacturing facility located at Karachi has an area of about 40,000 sq. ft. with an annual production capacity of 2000MVA. We operate a nationwide network of sales offices & also provide services for installation, commissioning & after sales for distribution transformers",Electrical and Eletronics,Validus,Pakistan,Karachi,+92 21-32551100,+92 21-32554985,http://validus.com.pk
"Organize Sanayi Bölgesi, 1.Kısım Cumhuriyet Bulvarı No: 1
Bölge Trafik Müdürlüğü Karşısı 45030 MANİSA","Şirketin temeli 1957 yılında ECA Pres Döküm Sanayi Ltd. Şti. olarak atılmıştır. Şirketin ana ürün gamı, Tek ve Çift Volanlı Duş ve Banyo Armatürleri; Tek ve Çift Volanlı Eviye, Lavabo ve Bide Bataryaları, Fotoselli Bataryalar, Zaman Ayarlı Bataryalar, Termostatik Bataryalar, Ankastre Banyo Armatürleri yanında İç Mekanizmalar ile Sifonlardır.",Armatür,Valfsel Armatür Sanayi A.Ş,Türkiye,Manisa,0 236 233 05 88,0 236 233 06 42,www.valfsel.com.tr
"Electrical Engineering and Computer Science Department
2201 West End Ave, Nashville, TN 37235, Amerika Birleşik Devletleri",It is the 16th university of the United States.,,Vanderbilt University,USA,Nashville,,,https://engineering.vanderbilt.edu/
"10035 Sk. N:10 A.O.S.B. Çiğli, İzmir / TÜRKİYE","Vansan was established at a 200 m² workshop in 1964 by Mech. Eng. A. Özden ERTÖZ and develops rapidly on the path of  becoming a global trademark by bringing together its expert engineering, importance given on R&D activities and its customer-oriented working policy with its approximately 550 employees working in 42.000 m2 open and 27.500 m2 closed area.Vansan achieves to export its products to 70 countries around the world.","Manufacturing, R&D, water technologies",Vansan Makina San. Tic. A.Ş.,Türkiye,İzmir,+90 232 376 76 50,+90 232 328 01 68,vansan@vansan.com.tr
"10035 Sk. N:10 A.O.S.B. Çiğli, İzmir / TÜRKİYE","Vansan was established at a 200 m² workshop in 1964 by Mech. Eng. A. Özden ERTÖZ and develops rapidly on the path of  becoming a global trademark by bringing together its expert engineering, importance given on R&D activities and its customer-oriented working policy with its approximately 550 employees working in 42.000 m2 open and 27.500 m2 closed area.Vansan achieves to export its products to 70 countries around the world.","Manufacturing, R&D, Water technologies",VANSAN Makina San. Tic. A.Ş.,Türkiye,İzmir,+90 232 376 76 50,+90 232 328 01 68,vansan@vansan.com.tr
ODTÜ OSTİM TEKNOKENT UZAYÇAĞI CD. 78. SOKAK NO:6 Z-16 OSTİM,bilgi@vardar.biz.tr,,VARDAR YAZILIM DAN.VE EĞİTİM HİZ.TİC.SAN.LTD.ŞTİ.,Türkiye,Ankara,312 3857079,312 3857091,vardar.biz.tr
19 Mayıs Mah. Dr. Şevket Bey Sokak No:5 Şişli / İstanbul,"Radyoterapi cihazları konusunda üstünlüğü ile tanınan Varian Medical Systems’ın ve özellikle radyocerrahiye getirdiği yenilikler ile bilinen Brainlab’in bu alanda Türkiye’deki tek temsilcisi olan Varinak kanser tedavisinde kullanılan radyoterapi ve radyocerrahi sistemlerinin satışı ve satış sonrasında servis ve destek hizmetleri sağlamakta ve anahtar teslim kanser tedavi birimleri oluşturmaktadır. Sunduğu gelişmiş teknoloji ve üstün hizmet kalitesi ile Türkiye’de alanında lider firma olan Varinak, Romanya, Bulgaristan ve Moldova yetkili temsilcilikleri ile hizmet ağını genişletmiş, bilgi birikimi ve uzmanlığını daha geniş bir perspektif ile müşterilerine sunmaya devam etmektedir.",,Varinak Onkoloji Sistemleri Satış ve Servis A.Ş.,Türkiye,İstanbul,0212 444 8677,0212 219 56 60,http://www.varinak.com
Üniversiteler Mh. Cyberpark Cyberplaza A Bl. 104 Bilkent Çankaya Ankara 06800,PITCHER: the only end-to-end solution for your digital marketing and salesforce effectiveness needs: from centralized digital asset library to tablet based eDetailing & CLM; from key account management to expo kiosk applications; from eLearning to HR - all within one platform.,Information Technology,VAYEN YAZILIM VE BİLGİ TEK. LTD. ŞTİ.,Türkiye,Ankara,+90 312 265 06 42,,http://www.pitcher.com
BOZBURUN MEVKİİ 7040 SK. NO:33,,,VEGA OTOMASYON MAK.TAAH.SAN. VE TİC.LTD.ŞTİ.,Türkiye,Denizli,258 3721177,258 3720010,www.vegaotm.com
TAHRAN CADDESİ NO:19/A KAVAKLIDERE,,,VEGA YAZILIM LTD.ŞTİ.,Türkiye,Ankara,312 428 6353,312 428 3428,
Büyükdere Cad. Pekintaş İş Merkezi. No:32 Kat:8 Mecidiyeköy,"2003 yılında kurulan Vektora, müşterilerinin her türlü bilişim gereksinimini karşılamaya yönelik altyapısı ile sektörün köklü teknoloji firmalarından biridir. Bugün, çeşitli sektörlerden 100'ü aşkın müşterisi bulunan Vektora, 70 kişilik tecrübeli danışmanlık kadrosu ile başarılı projelere imza atmaktadır.",,Vektora Bilişim Teknolojileri Ltd. Şti.,Türkiye,İstanbul,+90 (212) 274 41 45,+90 (212) 274 39 64,http://www.vektora.com/
"Büyükdere Cad. Pekintaş İş Merkezi. No:32 Kat:8 Mecidiyeköy / İstanbul , Türkiye","2003 yılında kurulan Vektora, müşterilerinin her türlü bilişim gereksinimini karşılamaya yönelik altyapısı ile sektörün köklü teknoloji firmalarından biridir. Bugün, çeşitli sektörlerden 100'ü aşkın müşterisi bulunan Vektora, 70 kişilik tecrübeli danışmanlık kadrosu ile başarılı projelere imza atmaktadır.",Danışmanlık,Vektora Danışmanlık,Türkiye,İstanbul,+90 (212) 274 41 45,+90 (212) 274 39 64,http://www.vektora.com/
"VENDEKA Cyberpark (Şube)
Cyberplaza, C Blok, Zemin Kat No:57-63
Bilkent Çankaya / Ankara 06800 TÜRKİYE",,Elektronik,Vendeka,Türkiye,Ankara,+90(312)2650640,+90(312)2650641,www.vendeka.com.tr
CYBER PLAZA A BLOK NO: 202 BİLKENT ANKARA,,BİLİŞİM,VENTURA YAZILIM LTD.ŞTİ.,Türkiye,Ankara,312-2650080,03122650083,
